t_id,SourcePort,Destination Port,NATSourcePort,NATDestinationPort,Action,Bytes,BytesSent,BytesReceived,Packets,ElapsedTime,pkts_sent,pkts_received
59144,46349,51505,0,0,deny,74,74,0,1,0,1,0
59145,52143,445,0,0,drop,66,66,0,1,0,1,0
59146,56724,445,0,0,drop,70,70,0,1,0,1,0
59147,11951,45026,0,0,deny,60,60,0,1,0,1,0
59148,19642,23,0,0,deny,60,60,0,1,0,1,0
59149,52141,445,0,0,drop,66,66,0,1,0,1,0
59150,52139,445,0,0,drop,66,66,0,1,0,1,0
59151,52138,445,0,0,drop,66,66,0,1,0,1,0
59152,52135,445,0,0,drop,66,66,0,1,0,1,0
59153,16524,22114,0,0,deny,62,62,0,1,0,1,0
59154,50355,43890,0,0,deny,66,66,0,1,0,1,0
59155,51699,445,0,0,drop,70,70,0,1,0,1,0
59156,12471,31573,0,0,deny,62,62,0,1,0,1,0
59157,56716,445,0,0,drop,70,70,0,1,0,1,0
59158,56715,445,0,0,drop,70,70,0,1,0,1,0
59159,56707,445,0,0,drop,70,70,0,1,0,1,0
59160,51696,445,0,0,drop,70,70,0,1,0,1,0
59161,58338,3375,0,0,deny,60,60,0,1,0,1,0
59162,38926,37965,0,0,deny,62,62,0,1,0,1,0
59163,1811,35440,0,0,deny,62,62,0,1,0,1,0
59164,5379,37965,0,0,deny,66,66,0,1,0,1,0
59165,52127,445,0,0,drop,66,66,0,1,0,1,0
59166,51691,445,0,0,drop,70,70,0,1,0,1,0
59167,51690,445,0,0,drop,70,70,0,1,0,1,0
59168,52117,445,0,0,drop,66,66,0,1,0,1,0
59169,56696,445,0,0,drop,70,70,0,1,0,1,0
59170,51688,445,0,0,drop,70,70,0,1,0,1,0
59171,63925,37965,0,0,deny,62,62,0,1,0,1,0
59172,52115,445,0,0,drop,66,66,0,1,0,1,0
59173,52108,445,0,0,drop,66,66,0,1,0,1,0
59174,50972,3544,39467,3544,allow,258,107,151,2,30,1,1
59175,37616,443,9088,443,allow,702409,17257,685152,698,32,233,465
59176,49418,27017,55350,27017,allow,275,71,204,2,31,1,1
59177,49418,27015,13881,27015,allow,237,71,166,2,31,1,1
59178,49418,27015,34985,27015,allow,239,71,168,2,31,1,1
59179,57086,53,16252,53,allow,711,87,624,2,30,1,1
59180,61476,443,42404,443,allow,230640,12863,217777,253,62,98,155
59181,49418,27015,42209,27015,allow,234,71,163,2,31,1,1
59182,37584,80,39013,80,allow,3587,2484,1103,19,135,10,9
59183,51741,48440,47763,48440,allow,136,136,0,3,14,3,0
59184,51740,35988,5363,35988,allow,136,136,0,3,14,3,0
59185,38659,15000,47156,15000,allow,138,78,60,2,5,1,1
59186,49418,27022,63608,27022,allow,229,71,158,2,31,1,1
59187,49418,27015,37107,27015,allow,223,71,152,2,31,1,1
59188,49418,27015,14560,27015,allow,71,71,0,1,30,1,0
59189,45859,443,65407,443,allow,5508,999,4509,20,255,11,9
59190,54144,443,45159,443,allow,5736,1990,3746,25,16,14,11
59191,49418,27015,52121,27015,allow,232,71,161,2,31,1,1
59192,58851,443,62485,443,allow,15848,13507,2341,37,32,19,18
59193,49418,27015,37886,27015,allow,219,71,148,2,31,1,1
59194,49418,27016,40313,27016,allow,71,71,0,1,30,1,0
59195,56683,443,56683,443,allow,4533,1626,2907,19,28,11,8
59196,52096,443,15286,443,allow,283,163,120,4,15,2,2
59197,50458,80,53639,80,allow,1426,865,561,9,15,5,4
59198,57385,80,37415,80,allow,2546,1294,1252,17,138,9,8
59199,55363,443,55363,443,allow,5458,2211,3247,22,39,13,9
59200,58506,53,0,0,allow,192,86,106,2,30,1,1
59201,5588,5588,0,0,allow,3354,1792,1562,46,193,23,23
59202,57477,53,0,0,allow,186,83,103,2,30,1,1
59203,49418,27018,3626,27018,allow,71,71,0,1,30,1,0
59204,65518,53,19504,53,allow,701,88,613,2,30,1,1
59205,5938,20273,0,0,allow,60,60,0,1,90,1,0
59206,44277,443,64665,443,allow,36026,28458,7568,70,407,30,40
59207,49418,27015,36683,27015,allow,251,71,180,2,31,1,1
59208,49418,27017,34824,27017,allow,255,71,184,2,31,1,1
59209,43103,443,44934,443,allow,3149,1899,1250,19,15,9,10
59210,43104,443,41004,443,allow,3067,1817,1250,18,15,8,10
59211,51757,54657,4096,54657,allow,70,70,0,2,8,2,0
59212,63763,17368,13988,17368,allow,66,66,0,2,8,2,0
59213,50532,443,27098,443,allow,7416,1777,5639,23,74,12,11
59214,53550,1,57289,1,allow,70,70,0,1,5,1,0
59215,46339,443,43068,443,allow,4392,1781,2611,21,20,12,9
59216,59793,443,27595,443,allow,840,456,384,14,25,8,6
59217,7487,443,7487,443,allow,4265,1184,3081,18,16,9,9
59218,8978,443,11135,443,allow,49938,20855,29083,165,216,81,84
59219,41643,443,51338,443,allow,16032,13508,2524,37,36,19,18
59220,62731,443,62731,443,allow,9938,3644,6294,31,18,18,13
59221,48889,443,65230,443,allow,87648,6895,80753,131,364,66,65
59222,62108,443,7391,443,allow,9652,2914,6738,22,124,11,11
59223,19473,6889,63001,6889,allow,480,149,331,2,1200,1,1
59224,65306,443,3584,443,allow,5756,1781,3975,23,136,11,12
59225,51681,445,0,0,drop,70,70,0,1,0,1,0
59226,6881,6881,0,0,deny,62,62,0,1,0,1,0
59227,52099,445,0,0,drop,66,66,0,1,0,1,0
59228,26211,1433,0,0,deny,60,60,0,1,0,1,0
59229,51679,445,0,0,drop,70,70,0,1,0,1,0
59230,62859,35440,0,0,deny,66,66,0,1,0,1,0
59231,49418,27015,49804,27015,allow,248,78,170,2,30,1,1
59232,49766,80,16081,80,allow,254,128,126,5,15,3,2
59233,6712,123,0,0,deny,90,90,0,1,0,1,0
59234,51678,445,0,0,drop,70,70,0,1,0,1,0
59235,61000,15503,0,0,deny,146,146,0,1,0,1,0
59236,51677,445,0,0,drop,70,70,0,1,0,1,0
59237,51676,445,0,0,drop,70,70,0,1,0,1,0
59238,51673,445,0,0,drop,70,70,0,1,0,1,0
59239,51672,445,0,0,drop,70,70,0,1,0,1,0
59240,39715,35440,0,0,deny,146,146,0,1,0,1,0
59241,11404,64147,0,0,deny,62,62,0,1,0,1,0
59242,53298,26467,0,0,deny,66,66,0,1,0,1,0
59243,30111,2323,0,0,deny,60,60,0,1,0,1,0
59244,56687,445,0,0,drop,70,70,0,1,0,1,0
59245,56686,445,0,0,drop,70,70,0,1,0,1,0
59246,56683,445,0,0,drop,70,70,0,1,0,1,0
59247,29706,50584,0,0,deny,62,62,0,1,0,1,0
59248,52088,445,0,0,drop,66,66,0,1,0,1,0
59249,52090,445,0,0,drop,66,66,0,1,0,1,0
59250,52084,445,0,0,drop,66,66,0,1,0,1,0
59251,51650,80,36691,80,allow,141348,4210,137138,161,17,58,103
59252,53300,443,53300,443,allow,4406,1499,2907,19,30,11,8
59253,49256,53,47190,53,allow,177,94,83,2,30,1,1
59254,63609,53,0,0,allow,182,81,101,2,30,1,1
59255,55216,53,0,0,allow,192,86,106,2,30,1,1
59256,46893,443,27910,443,allow,622,70,552,10,180,2,8
59257,64112,443,40510,443,allow,4116645,96572,4020073,4029,58,1356,2673
59258,55606,21802,21715,21802,allow,320,140,180,6,5,3,3
59259,49767,80,10412,80,allow,70,70,0,1,4,1,0
59260,50979,80,12190,80,allow,576971,8128,568843,497,38,114,383
59261,37267,443,16640,443,allow,3296,1636,1660,17,255,9,8
59262,49892,443,4679,443,allow,6966,1436,5530,32,600,13,19
59263,49540,443,8159,443,allow,7454,2377,5077,33,130,15,18
59264,36151,443,3051,443,allow,22856,2980,19876,43,116,19,24
59265,56033,443,58131,443,allow,8396,1919,6477,27,116,12,15
59266,10080,443,4270,443,allow,130,70,60,3,5,2,1
59267,36209,443,44738,443,allow,656609,25419,631190,752,62,322,430
59268,51738,47483,4479,47483,allow,70,70,0,1,5,1,0
59269,40334,443,51232,443,allow,8296,3123,5173,40,132,14,26
59270,51656,80,50242,80,allow,152651,4700,147951,174,17,65,109
59271,32053,443,32053,443,allow,28195,6044,22151,58,17,30,28
59272,58941,80,60543,80,allow,1114,534,580,12,15,7,5
59273,53574,23650,56670,23650,allow,320,140,180,6,5,3,3
59274,63759,64509,33605,64509,allow,66,66,0,2,7,2,0
59275,51743,40358,22101,40358,allow,136,136,0,3,14,3,0
59276,56602,80,9300,80,allow,234,234,0,4,11,4,0
59277,49418,27015,54748,27015,allow,78,78,0,1,29,1,0
59278,61723,443,17384,443,allow,6962,979,5983,19,15,10,9
59279,63675,123,55630,123,allow,184,94,90,2,29,1,1
59280,49418,27015,38933,27015,allow,78,78,0,1,29,1,0
59281,64992,53,39214,53,allow,177,94,83,2,29,1,1
59282,49418,27015,35776,27015,allow,78,78,0,1,29,1,0
59283,64992,53,21333,53,allow,177,94,83,2,29,1,1
59284,42307,443,58231,443,allow,101673,5966,95707,121,178,47,74
59285,56928,80,39650,80,allow,526,304,222,8,35,5,3
59286,49418,27015,60296,27015,allow,253,78,175,2,31,1,1
59287,50520,443,34844,443,allow,9942,1211,8731,26,77,14,12
59288,49418,27018,24351,27018,allow,240,78,162,2,30,1,1
59289,53286,443,1896,443,allow,123194,68738,54456,402,287,167,235
59290,49214,443,4327,443,allow,17273,11238,6035,73,919,36,37
59291,56781,17548,14113,17548,allow,70,70,0,1,5,1,0
59292,47705,443,21979,443,allow,25643,2181,23462,44,363,18,26
59293,51756,41471,23556,41471,allow,70,70,0,2,8,2,0
59294,47832,80,56253,80,allow,1151,711,440,10,15,5,5
59295,51407,443,57078,443,allow,202,70,132,3,11,1,2
59296,65178,53,0,0,allow,190,85,105,2,30,1,1
59297,59573,443,39847,443,allow,289380,13628,275752,335,70,142,193
59298,49418,27015,5163,27015,allow,265,78,187,2,31,1,1
59299,64532,53,56480,53,allow,258,110,148,2,30,1,1
59300,56927,80,6442,80,allow,214,140,74,4,35,3,1
59301,49418,27015,55530,27015,allow,244,78,166,2,30,1,1
59302,55146,53,47576,53,allow,277,110,167,2,30,1,1
59303,56709,53,55050,53,allow,211,102,109,2,30,1,1
59304,43032,443,31725,443,allow,6792,3009,3783,20,46,12,8
59305,55312,443,20877,443,allow,7952,3638,4314,36,149,17,19
59306,49418,27015,12957,27015,allow,271,78,193,2,31,1,1
59307,49418,27015,22382,27015,allow,243,78,165,2,31,1,1
59308,49418,27013,52000,27013,allow,241,78,163,2,30,1,1
59309,49418,27444,10177,27444,allow,258,78,180,2,30,1,1
59310,45292,443,27457,443,allow,26444,2671,23773,52,363,25,27
59311,59937,443,12788,443,allow,70,70,0,1,5,1,0
59312,54346,443,30268,443,allow,12594,5098,7496,32,36,17,15
59313,58530,53,0,0,allow,188,84,104,2,30,1,1
59314,49256,53,12893,53,allow,177,94,83,2,30,1,1
59315,59431,443,29795,443,allow,12756,3596,9160,31,299,16,15
59316,61721,443,43568,443,allow,9676,2327,7349,25,16,15,10
59317,57357,53,10860,53,allow,231,94,137,2,30,1,1
59318,58110,53,0,0,allow,178,79,99,2,30,1,1
59319,50972,3544,44578,3544,allow,409,107,302,4,30,2,2
59320,49418,27015,47175,27015,allow,234,78,156,2,30,1,1
59321,49418,27016,3773,27016,allow,242,78,164,2,30,1,1
59322,56744,31151,15345,31151,allow,1703,524,1179,9,30,5,4
59323,49522,80,55749,80,allow,6908,1652,5256,26,225,12,14
59324,59957,443,65089,443,allow,8677,2714,5963,21,114,13,8
59325,55611,53,41439,53,allow,768,200,568,6,53,3,3
59326,52496,443,9919,443,allow,9500,4662,4838,20,16,11,9
59327,51652,80,57447,80,allow,141220,4280,136940,159,17,59,100
59328,51499,443,1743,443,allow,6848,769,6079,17,15,9,8
59329,54528,443,20055,443,allow,6256,1871,4385,20,45,12,8
59330,53573,14856,10337,14856,allow,320,140,180,6,5,3,3
59331,47893,443,63291,443,allow,172,172,0,2,4,2,0
59332,49418,27014,18652,27014,allow,249,78,171,2,31,1,1
59333,49418,27015,11506,27015,allow,248,78,170,2,30,1,1
59334,50208,1688,43148,1688,allow,70,70,0,1,5,1,0
59335,46822,443,53756,443,allow,71073,4403,66670,99,116,41,58
59336,53548,23310,59949,23310,allow,70,70,0,1,4,1,0
59337,53298,443,53298,443,allow,4348,1441,2907,19,29,11,8
59338,33841,443,9860,443,allow,12521,6232,6289,43,80,22,21
59339,53552,8999,43016,8999,allow,70,70,0,1,4,1,0
59340,35428,443,14497,443,allow,9592,2361,7231,25,15,14,11
59341,55605,27274,38364,27274,allow,130,70,60,3,5,2,1
59342,56468,80,52689,80,allow,214,140,74,4,26,3,1
59343,63757,51413,7176,51413,allow,66,66,0,2,7,2,0
59344,59938,443,3054,443,allow,70,70,0,1,5,1,0
59345,51742,20110,30208,20110,allow,136,136,0,3,14,3,0
59346,47892,443,55293,443,allow,172,172,0,2,5,2,0
59347,50521,443,9816,443,allow,11880,1972,9908,29,78,15,14
59348,57287,53,47799,53,allow,305,102,203,2,29,1,1
59349,55807,53,4924,53,allow,257,102,155,2,29,1,1
59350,58331,443,26953,443,allow,31515,26798,4717,91,82,49,42
59351,55851,53,42151,53,allow,277,110,167,2,30,1,1
59352,65339,53,32222,53,allow,193,102,91,2,29,1,1
59353,49418,27015,18735,27015,allow,244,78,166,2,30,1,1
59354,40329,80,42227,80,allow,2128,798,1330,14,46,7,7
59355,64843,443,36183,443,allow,13583,4157,9426,26,120,11,15
59356,55267,53,26990,53,allow,214,102,112,2,29,1,1
59357,64201,53,27931,53,allow,200,94,106,2,29,1,1
59358,64785,53,44600,53,allow,281,94,187,2,29,1,1
59359,65057,53,8165,53,allow,211,94,117,2,30,1,1
59360,64236,53,6587,53,allow,211,102,109,2,30,1,1
59361,53483,443,14059,443,allow,8333,2292,6041,27,360,15,12
59362,49418,4444,6124,4444,allow,238,78,160,2,31,1,1
59363,51498,443,60787,443,allow,7211,823,6388,16,15,10,6
59364,56760,48386,9485,48386,allow,268,70,198,4,19,1,3
59365,59308,443,6790,443,allow,12169,4963,7206,60,262,31,29
59366,49211,443,58097,443,allow,9739,3414,6325,59,928,30,29
59367,53821,53,5224,53,allow,199,94,105,2,30,1,1
59368,46758,123,10814,123,allow,184,94,90,2,30,1,1
59369,56374,53,9778,53,allow,212,102,110,2,30,1,1
59370,57664,443,45877,443,allow,5111,2193,2918,19,120,9,10
59371,33107,443,39338,443,allow,35031,3490,31541,60,363,28,32
59372,44155,443,5461,443,allow,5157,917,4240,20,360,10,10
59373,49418,27015,33694,27015,allow,246,78,168,2,31,1,1
59374,50464,80,5838,80,allow,26020,2247,23773,47,18,23,24
59375,40243,443,64916,443,allow,284,164,120,4,15,2,2
59376,49418,27017,12250,27017,allow,239,78,161,2,30,1,1
59377,58420,443,23233,443,allow,17161,1619,15542,18,149,4,14
59378,26805,443,51742,443,allow,21055,15996,5059,39,22,22,17
59379,64027,53,2870,53,allow,360,97,263,4,38,2,2
59380,62757,123,11526,123,allow,184,94,90,2,30,1,1
59381,50089,53,56216,53,allow,718,94,624,2,30,1,1
59382,64194,53,10058,53,allow,262,126,136,2,30,1,1
59383,64114,53,0,0,allow,200,90,110,2,30,1,1
59384,56120,53,44279,53,allow,177,94,83,2,30,1,1
59385,56120,53,38603,53,allow,177,94,83,2,30,1,1
59386,41485,443,16482,443,allow,29513,23962,5551,40,121,24,16
59387,49418,29999,25371,29999,allow,244,78,166,2,31,1,1
59388,58721,443,55162,443,allow,7973,4166,3807,28,141,14,14
59389,64494,443,46008,443,allow,2872,717,2155,14,135,6,8
59390,60711,443,38043,443,allow,12258,1451,10807,27,360,13,14
59391,6881,39927,58260,39927,allow,228,118,110,2,1199,1,1
59392,56035,443,61035,443,allow,10622,4094,6528,29,514,16,13
59393,52556,443,21958,443,allow,5696,2392,3304,23,135,10,13
59394,43108,443,38121,443,allow,7578,2358,5220,18,121,8,10
59395,36192,443,26140,443,allow,4555,859,3696,17,360,9,8
59396,57470,14806,59723,14806,allow,132,132,0,3,1199,3,0
59397,43345,443,34624,443,allow,7767,1069,6698,23,3971,7,16
59398,57470,33159,38691,33159,allow,594,594,0,10,1199,10,0
59399,6881,6881,22683,6881,allow,502,150,352,2,1200,1,1
59400,46697,5228,40766,5228,allow,9263,549,8714,17,3638,5,12
59401,14667,443,14667,443,allow,20280,2078,18202,35,17,19,16
59402,61376,443,37067,443,allow,31612,3374,28238,59,271,29,30
59403,51204,123,19622,123,allow,184,94,90,2,30,1,1
59404,55326,53,27995,53,allow,177,94,83,2,30,1,1
59405,56096,443,56096,443,allow,5493,2246,3247,22,39,13,9
59406,50036,53,50623,53,allow,353,118,235,2,31,1,1
59407,49418,27001,19678,27001,allow,274,78,196,2,31,1,1
59408,59787,443,59787,443,allow,5525,2278,3247,22,40,13,9
59409,55366,53,65278,53,allow,79,79,0,2,35,2,0
59410,50907,80,50964,80,allow,16037318,218904,15818414,13595,136,2976,10619
59411,65347,53,20093,53,allow,352,94,258,2,30,1,1
59412,54576,443,43696,443,allow,5670,3091,2579,16,121,8,8
59413,52092,445,0,0,drop,66,66,0,1,0,1,0
59414,52087,445,0,0,drop,66,66,0,1,0,1,0
59415,52091,445,0,0,drop,66,66,0,1,0,1,0
59416,52085,445,0,0,drop,66,66,0,1,0,1,0
59417,52086,445,0,0,drop,66,66,0,1,0,1,0
59418,51658,445,0,0,drop,70,70,0,1,0,1,0
59419,51657,445,0,0,drop,70,70,0,1,0,1,0
59420,51655,445,0,0,drop,70,70,0,1,0,1,0
59421,51648,445,0,0,drop,70,70,0,1,0,1,0
59422,51647,445,0,0,drop,70,70,0,1,0,1,0
59423,51829,36134,0,0,deny,66,66,0,1,0,1,0
59424,59315,35440,0,0,deny,66,66,0,1,0,1,0
59425,17177,64147,0,0,deny,62,62,0,1,0,1,0
59426,20389,64147,0,0,deny,62,62,0,1,0,1,0
59427,28124,37965,0,0,deny,145,145,0,1,0,1,0
59428,12311,6881,0,0,deny,62,62,0,1,0,1,0
59429,42946,31573,0,0,deny,146,146,0,1,0,1,0
59430,1227,56205,0,0,deny,66,66,0,1,0,1,0
59431,56678,445,0,0,drop,70,70,0,1,0,1,0
59432,56675,445,0,0,drop,70,70,0,1,0,1,0
59433,56669,445,0,0,drop,70,70,0,1,0,1,0
59434,4910,2149,0,0,deny,66,66,0,1,0,1,0
59435,57441,57470,0,0,deny,66,66,0,1,0,1,0
59436,52072,445,0,0,drop,66,66,0,1,0,1,0
59437,52071,445,0,0,drop,66,66,0,1,0,1,0
59438,52070,445,0,0,drop,66,66,0,1,0,1,0
59439,30496,57470,0,0,deny,62,62,0,1,0,1,0
59440,51636,445,0,0,drop,70,70,0,1,0,1,0
59441,42128,54532,0,0,deny,60,60,0,1,0,1,0
59442,64000,44847,0,0,deny,62,62,0,1,0,1,0
59443,56666,445,0,0,drop,70,70,0,1,0,1,0
59444,60246,44612,0,0,deny,62,62,0,1,0,1,0
59445,50052,65008,0,0,deny,60,60,0,1,0,1,0
59446,27368,22114,0,0,deny,62,62,0,1,0,1,0
59447,11136,15503,0,0,deny,62,62,0,1,0,1,0
59448,56663,445,0,0,drop,70,70,0,1,0,1,0
59449,58329,62413,0,0,deny,62,62,0,1,0,1,0
59450,56654,445,0,0,drop,70,70,0,1,0,1,0
59451,56655,445,0,0,drop,70,70,0,1,0,1,0
59452,56652,445,0,0,drop,70,70,0,1,0,1,0
59453,40082,22,0,0,deny,60,60,0,1,0,1,0
59454,51632,445,0,0,drop,70,70,0,1,0,1,0
59455,64341,57470,0,0,deny,62,62,0,1,0,1,0
59456,31845,55777,0,0,deny,62,62,0,1,0,1,0
59457,59597,37965,0,0,deny,66,66,0,1,0,1,0
59458,38681,15503,0,0,deny,74,74,0,1,0,1,0
59459,53447,44847,0,0,deny,66,66,0,1,0,1,0
59460,51623,445,0,0,drop,70,70,0,1,0,1,0
59461,51622,445,0,0,drop,70,70,0,1,0,1,0
59462,63379,36237,0,0,deny,66,66,0,1,0,1,0
59463,51617,445,0,0,drop,70,70,0,1,0,1,0
59464,51620,445,0,0,drop,70,70,0,1,0,1,0
59465,52472,7302,0,0,deny,66,66,0,1,0,1,0
59466,51616,445,0,0,drop,70,70,0,1,0,1,0
59467,10003,64147,0,0,deny,62,62,0,1,0,1,0
59468,30307,51505,0,0,deny,62,62,0,1,0,1,0
59469,56641,445,0,0,drop,70,70,0,1,0,1,0
59470,56640,445,0,0,drop,70,70,0,1,0,1,0
59471,56639,445,0,0,drop,70,70,0,1,0,1,0
59472,9067,44847,0,0,deny,62,62,0,1,0,1,0
59473,54140,43890,0,0,deny,66,66,0,1,0,1,0
59474,9092,26672,0,0,deny,60,60,0,1,0,1,0
59475,61983,50432,0,0,deny,66,66,0,1,0,1,0
59476,51963,22114,0,0,deny,62,62,0,1,0,1,0
59477,51609,445,0,0,drop,70,70,0,1,0,1,0
59478,1024,22114,0,0,deny,146,146,0,1,0,1,0
59479,12605,57470,0,0,deny,62,62,0,1,0,1,0
59480,10586,37965,0,0,deny,62,62,0,1,0,1,0
59481,46587,57470,0,0,deny,66,66,0,1,0,1,0
59482,51732,50584,0,0,deny,146,146,0,1,0,1,0
59483,28839,30188,0,0,deny,62,62,0,1,0,1,0
59484,65016,37965,0,0,deny,66,66,0,1,0,1,0
59485,17315,11392,0,0,deny,66,66,0,1,0,1,0
59486,52050,445,0,0,drop,66,66,0,1,0,1,0
59487,56638,445,0,0,drop,70,70,0,1,0,1,0
59488,56637,445,0,0,drop,70,70,0,1,0,1,0
59489,60617,64147,0,0,deny,62,62,0,1,0,1,0
59490,27010,64147,0,0,deny,62,62,0,1,0,1,0
59491,51602,445,0,0,drop,70,70,0,1,0,1,0
59492,51599,445,0,0,drop,70,70,0,1,0,1,0
59493,10248,21247,0,0,deny,62,62,0,1,0,1,0
59494,59701,44847,0,0,deny,66,66,0,1,0,1,0
59495,58458,17,0,0,deny,60,60,0,1,0,1,0
59496,2522,64147,0,0,deny,62,62,0,1,0,1,0
59497,64024,57470,0,0,deny,66,66,0,1,0,1,0
59498,48386,9485,0,0,deny,60,60,0,1,0,1,0
59499,61148,37965,0,0,deny,66,66,0,1,0,1,0
59500,26332,57470,0,0,deny,62,62,0,1,0,1,0
59501,63314,57470,0,0,deny,66,66,0,1,0,1,0
59502,52041,445,0,0,drop,66,66,0,1,0,1,0
59503,51596,445,0,0,drop,70,70,0,1,0,1,0
59504,51594,445,0,0,drop,70,70,0,1,0,1,0
59505,52040,445,0,0,drop,66,66,0,1,0,1,0
59506,56628,445,0,0,drop,70,70,0,1,0,1,0
59507,3802,55777,0,0,deny,66,66,0,1,0,1,0
59508,52788,64147,0,0,deny,62,62,0,1,0,1,0
59509,55966,57866,0,0,deny,62,62,0,1,0,1,0
59510,29313,48817,0,0,deny,145,145,0,1,0,1,0
59511,56620,445,0,0,drop,70,70,0,1,0,1,0
59512,56618,445,0,0,drop,70,70,0,1,0,1,0
59513,56616,445,0,0,drop,70,70,0,1,0,1,0
59514,52037,445,0,0,drop,66,66,0,1,0,1,0
59515,25595,2323,0,0,deny,60,60,0,1,0,1,0
59516,50116,22,0,0,deny,60,60,0,1,0,1,0
59517,51590,445,0,0,drop,70,70,0,1,0,1,0
59518,59940,50584,0,0,deny,66,66,0,1,0,1,0
59519,65060,35440,0,0,deny,66,66,0,1,0,1,0
59520,33931,50584,0,0,deny,62,62,0,1,0,1,0
59521,9957,32480,0,0,deny,66,66,0,1,0,1,0
59522,51589,445,0,0,drop,70,70,0,1,0,1,0
59523,53437,44847,0,0,deny,66,66,0,1,0,1,0
59524,51339,50584,0,0,deny,62,62,0,1,0,1,0
59525,56613,445,0,0,deny,70,70,0,1,0,1,0
59526,44538,50584,0,0,deny,62,62,0,1,0,1,0
59527,56608,445,0,0,drop,70,70,0,1,0,1,0
59528,56606,445,0,0,drop,70,70,0,1,0,1,0
59529,56604,445,0,0,drop,70,70,0,1,0,1,0
59530,30129,37965,0,0,deny,72,72,0,1,0,1,0
59531,52188,1433,0,0,deny,60,60,0,1,0,1,0
59532,62804,37965,0,0,deny,66,66,0,1,0,1,0
59533,0,0,0,0,deny,60,60,0,1,0,1,0
59534,52029,445,0,0,drop,66,66,0,1,0,1,0
59535,3001,28680,0,0,deny,148,148,0,1,0,1,0
59536,8211,28793,0,0,deny,66,66,0,1,0,1,0
59537,46389,27098,0,0,deny,66,66,0,1,0,1,0
59538,52027,445,0,0,drop,66,66,0,1,0,1,0
59539,52025,445,0,0,drop,66,66,0,1,0,1,0
59540,52022,445,0,0,drop,66,66,0,1,0,1,0
59541,60188,15503,0,0,deny,66,66,0,1,0,1,0
59542,8889,19777,0,0,deny,60,60,0,1,0,1,0
59543,22541,64147,0,0,deny,66,66,0,1,0,1,0
59544,52020,445,0,0,drop,66,66,0,1,0,1,0
59545,52021,445,0,0,drop,66,66,0,1,0,1,0
59546,55468,23,0,0,deny,60,60,0,1,0,1,0
59547,51584,445,0,0,drop,70,70,0,1,0,1,0
59548,52690,7302,0,0,deny,66,66,0,1,0,1,0
59549,56601,445,0,0,drop,70,70,0,1,0,1,0
59550,56600,445,0,0,drop,70,70,0,1,0,1,0
59551,56598,445,0,0,drop,70,70,0,1,0,1,0
59552,52017,445,0,0,drop,66,66,0,1,0,1,0
59553,32710,22114,0,0,deny,62,62,0,1,0,1,0
59554,56595,445,0,0,drop,70,70,0,1,0,1,0
59555,5223,34403,0,0,deny,220,220,0,1,0,1,0
59556,21733,56205,0,0,deny,66,66,0,1,0,1,0
59557,52012,445,0,0,drop,66,66,0,1,0,1,0
59558,30598,46824,0,0,deny,62,62,0,1,0,1,0
59559,52519,44847,0,0,deny,66,66,0,1,0,1,0
59560,53408,50243,0,0,deny,145,145,0,1,0,1,0
59561,1749,64147,0,0,deny,66,66,0,1,0,1,0
59562,52010,445,0,0,drop,66,66,0,1,0,1,0
59563,52009,445,0,0,drop,66,66,0,1,0,1,0
59564,50734,37965,0,0,deny,62,62,0,1,0,1,0
59565,59128,44847,0,0,deny,66,66,0,1,0,1,0
59566,25772,7302,0,0,deny,66,66,0,1,0,1,0
59567,52007,445,0,0,drop,66,66,0,1,0,1,0
59568,50084,26672,0,0,deny,62,62,0,1,0,1,0
59569,54894,9571,0,0,deny,66,66,0,1,0,1,0
59570,51571,445,0,0,drop,70,70,0,1,0,1,0
59571,55413,37965,0,0,deny,66,66,0,1,0,1,0
59572,42632,44847,0,0,deny,62,62,0,1,0,1,0
59573,61185,54532,0,0,deny,62,62,0,1,0,1,0
59574,42745,50011,0,0,deny,62,62,0,1,0,1,0
59575,50084,26672,0,0,deny,145,145,0,1,0,1,0
59576,56587,445,0,0,drop,70,70,0,1,0,1,0
59577,51568,445,0,0,drop,70,70,0,1,0,1,0
59578,63701,46824,0,0,deny,66,66,0,1,0,1,0
59579,38976,46824,0,0,deny,62,62,0,1,0,1,0
59580,35347,20238,0,0,deny,62,62,0,1,0,1,0
59581,56583,445,0,0,drop,70,70,0,1,0,1,0
59582,56581,445,0,0,drop,70,70,0,1,0,1,0
59583,15131,50584,0,0,deny,62,62,0,1,0,1,0
59584,51151,64147,0,0,deny,66,66,0,1,0,1,0
59585,38645,51221,0,0,deny,62,62,0,1,0,1,0
59586,42209,36237,0,0,deny,146,146,0,1,0,1,0
59587,51413,32480,0,0,deny,72,72,0,1,0,1,0
59588,4515,37807,0,0,deny,146,146,0,1,0,1,0
59589,49418,27025,19302,27025,allow,71,71,0,1,30,1,0
59590,49418,27021,53913,27021,allow,232,71,161,2,30,1,1
59591,49418,27015,47844,27015,allow,214,71,143,2,30,1,1
59592,49418,23333,56641,23333,allow,244,71,173,2,30,1,1
59593,50502,123,48233,123,allow,184,94,90,2,30,1,1
59594,61699,443,44016,443,allow,16358,3103,13255,39,19,19,20
59595,50605,443,19181,443,allow,13409,3033,10376,29,124,15,14
59596,64567,443,24686,443,allow,24984,2042,22942,41,32,19,22
